Index,Global_Name,Name,N11,V11
//세피라북 아이템 (인덱스 666~679),,,,
667,Conjure_Cannon ,Conjure_Cannon ,,
668,Thorn_Wall,Thorn_Wall,,
669,Resurrect,Resurrect,,
670,Concentration,Concentration,,
671,Spectral_Force,Spectral_Force,,
,,,,
,,,,
//아문라의 스톤 조합시 필요한 아이템 (인덱스 673~679),,,,
673,Hell_Gate's_Marker,Hell_Gate's_Marker,,
674,Kephra's_Toenail,Kephra's_Toenail,,
675,Dark_Shadow's_Heart,Dark_Shadow's_Heart,,
676,Dark_Queen_Beriel's_Hair,Dark_Queen_Beriel's_Hair,,
677,Dark_Queen_Beriel's_Heart,Dark_Queen_Beriel's_Heart,,
 ,,,,
//전직 봉인 해제 아이템,,,,
678,Berial_Soul,Berial_Soul,,
679,Divine_Protection,Divine_Protection,,
,,,,
//스탯 포션(인덱스680-700),,,,
680,Healing_Potion_5_Box(M),Healing_Potion_5_Box(M),,
681,Healing_Potion_10_Box(M),Healing_Potion_10_Box(M),,
682,Healing_Potion(M),Healing_Potion(M),,
683,Healing_Potion_5_Box(L),Healing_Potion_5_Box(L),,
684,Healing_Potion_10_Box(L),Healing_Potion_10_Box(L),,
685,Healing_Potion_20_Box(L),Healing_Potion_20_Box(L),,
686,Mana_Potion_5_Box,Mana_Potion_5_Box,,
687,Mana_Potion_10_Box,Mana_Potion_10_Box,,
688,Mana_Potion(M),Mana_Potion(M),,
689,Mana_Potion_5_Box,Mana_Potion_5_Box,,
690,Mana_Potion_10_Box,Mana_Potion_10_Box,,
691,Mana_Potion_20_Box,Mana_Potion_20_Box,,
692,Full_Divine_Circle_Piece,Full_Divine_Circle_Piece,,
693,Pure_Full_Divine_Circle,Pure_Full_Divine_Circle,,
694,Pure_Full_Divine_Circle,Pure_Full_Divine_Circle,,
695,Pure_Full_Divine_Circle,Pure_Full_Divine_Circle,,
696,Gold_Coin_Bundle,Gold_Coin_Bundle,,
697,Sapphire,Sapphire,,
698,Gold_Coin_Bundle(L),Gold_Coin_Bundle(L),,
699,Warp_Scroll,Warp_Scroll,,
700,Gem_Of_Lodestar,Gem_Of_Lodestar,,
,,,,
// 기타 아이템( 나머지 잡다한 아이템 모두화폐용등등) 인덱스 701-750,,,,
701,Carbunkle_Wand,Carbunkle_Wand,,
702,Cyclops_Axe,Cyclops_Axe,,
703,Argos_Axe_Reservation,Argos_Axe_Reservation,,
704,Argos_Discus,Argos_Discus,,
705,Halforc_Of_Axe,Halforc_Of_Axe,,
706,Orc_Warrior_Weapon,Orc_Warrior_Weapon,,
707,Hunter_Troll_Weapon,Hunter_Troll_Weapon,,
708,Carbunkle_Hire_Weapon,Carbunkle_Hire_Weapon,,
709,Cyclops_Weapon,Cyclops_Weapon,,
710,Drad_Taurus_Weapon,Drad_Taurus_Weapon,,
711,Taurus_King,Taurus_King,,
712,Town_Watcher_Cane,Town_Watcher_Cane,,
713,Fallen_Troll_Cane,Fallen_Troll_Cane,,
714,Orc_Doctor_Cane,Orc_Doctor_Cane,,
715,Argos_Axe ,Argos_Axe ,,
716,Cruel_Cyclops_Axe,Cruel_Cyclops_Axe,,
717,Pollarm_Of_Taurus,Pollarm_Of_Taurus,,
718,Zakum_Hammar,Zakum_Hammar,,
719,Zakum_Axe,Zakum_Axe,,
720,Zakum_Bow,Zakum_Bow,,
721,Frog_Short_Sword,Frog_Short_Sword,,
722,Frog_Long_Sword,Frog_Long_Sword,,
723,Skeleton_Sword1,Skeleton_Sword1,,
724,Skeleton_Sword2,Skeleton_Sword2,,
725,Skeleton_Shield,Skeleton_Shield,,
726,Skeleton_Sickle,Skeleton_Sickle,,
727,Skeleton_Spear,Skeleton_Spear,,
728,Dark_Knight_Axe,Dark_Knight_Axe,,
729,Elf_Bow,Elf_Bow,,
730,Bone_Axe,Bone_Axe,,
731,Blue_Gem_Staff,Blue_Gem_Staff,,
732,Eye_Of_Carbunkle,Eye_Of_Carbunkle,,
733,Gungnir,Gungnir,,
734,Cape_Of_CruSader,Cape_Of_CruSader,,
735,Cape_Of_Shiner,Cape_Of_Shiner,,
736,Hekalotia_Cape,Hekalotia_Cape,,
737,Akeronia_Cape,Akeronia_Cape,,
738,Monster_Black_Cape,Monster_Black_Cape,,
739,Jigder_Argos_Hammer,Jigder_Argos_Hammer,,
740,Dark_Elf_Knight_Sword,Dark_Elf_Knight_Sword,,
741,Dark_Elf_Abjurer_Cane,Dark_Elf_Abjurer_Cane,,
742,Dark_Elf_Abjurer_Shield,Dark_Elf_Abjurer_Shield,,
743,Undead_Troll_Chief_Spear,Undead_Troll_Chief_Spear,,
744,Demo_Gogon_Claw,Demo_Gogon_Claw,,
745,Frenzy_Demon_Lord_Spear,Frenzy_Demon_Lord_Spear,,
746,Cannon,Cannon,,
747,Atila's_Crown,Atila's_Crown,,
748,Trant_Weapon,Trant_Weapon,,
749,Taron_Archer_Bow,Taron_Archer_Bow,,
// 이벤트 아이템(이벤트를 수행하기 위하여 필요한 아이템750-800),,,,
750,Christmas_Event,Christmas_Event,,
751,Dragon_Emblem,Dragon_Emblem,,
752,Phoenix_Emblem_LV1,Phoenix_Emblem_LV1,,
753,Imp,Imp,,
754,Phoenix_Emblem_LV2,Phoenix_Emblem_LV2,,
755,Phoenix_Emblem_LV3,Phoenix_Emblem_LV3,,
756,Phoenix_Emblem_LV4,Phoenix_Emblem_LV4,,
757,Two_Castle_Gate,Two_Castle_Gate,,
758,First_Gate,First_Gate,,
759,Second_Gate,Second_Gate,,
760,Third_Gate,Third_Gate,,
761,Fourth_Gate,Fourth_Gate,,
762,Neptune,Neptune,,
763,Uranus,Uranus,,
764,Venus,Venus,,
765,Mars,Mars,,
766,Saturn,Saturn,,
767,Mercury,Mercury,,
768,Jupiter,Jupiter,,
769,Naiads,Naiads,,
770,Mandragora's_Leaf,Mandragora's_Leaf,,
771,Naiads'_Heart,Naiads'_Heart,,
772,Darkness_Jewelry,Darkness_Jewelry,,
773,Castle_Gate,Castle_Gate,,
774,Master_Switch_Stone,Master_Switch_Stone,,
775,Slave_Switch_Stone,Slave_Switch_Stone,,
776,Warp_Scroll_10,Warp_Scroll_10,,
777,Water_Scroll(Mystic)LV1,Water_Scroll(Mystic)LV1,,
778,Water_Scroll(Mystic)LV2,Water_Scroll(Mystic)LV2,,
779,Water_Scroll(Mystic)LV3,Water_Scroll(Mystic)LV3,,
780,Water_Scroll(Mystic)LV4,Water_Scroll(Mystic)LV4,,
781,Water_Scroll(Mystic)LV5,Water_Scroll(Mystic)LV5,,
782,Water_Scroll(Mystic)LV6,Water_Scroll(Mystic)LV6,,
783,Water_Scroll(Mystic)LV7,Water_Scroll(Mystic)LV7,,
784,Water_Scroll(Mystic)LV8,Water_Scroll(Mystic)LV8,,
785,Nesses's_Summon_Letter(Mystic),Nesses's_Summon_Letter(Mystic),,
786,HP_Double_Item(Monster),HP_Double_Item(Monster),,
787,Kappa_Potion,Kappa_Potion,,
788,Continent_Map_Piece,Continent_Map_Piece,,
789,Continent_Map_Piece,Continent_Map_Piece,,
790,Continent_Map_Piece,Continent_Map_Piece,,
791,Continent_Map_Piece,Continent_Map_Piece,,
792,Continent_Map_Piece,Continent_Map_Piece,,
793,Continent_Map_Piece,Continent_Map_Piece,,
794,NONAME,NONAME,,
795,NONAME,NONAME,,
796,NONAME,NONAME,,
797,NONAME,NONAME,,
798,NONAME,NONAME,,
799,NONAME,NONAME,,
800,Castle_Gate,Castle_Gate,,
//무기 인덱스 801-999,,,,
//  클럽 (인덱스 801- 815),,,,
801,Club,Club,,
802,Hand_Axe,Hand_Axe,,
803,Spike_Club,Spike_Club,,
804,Mace,Mace,,
805,Cracker,Cracker,,
806,Double_Axe,Double_Axe,,
807,Gothic_Mace,Gothic_Mace,,
808,Mithril_Hammer,Mithril_Hammer,,
809,Dragon_Hammer,Dragon_Hammer,,
810,Slayer_Hammer,Slayer_Hammer,,
811,Thron_Of_Axe,Thron_Of_Axe,,
// 활( 인덱스 816-830),,,,
816,Small_Bow,Small_Bow,,
817,Wooden_Bow,Wooden_Bow,,
818,Large_Bow,Large_Bow,,
819,Battle_Bow,Battle_Bow,,
820,Daiging_Bow,Daiging_Bow,,
821,Speed_Of_Light_Bow,Speed_Of_Light_Bow,,
822,Mithril_Bow,Mithril_Bow,,
823,Hydra_Bow,Hydra_Bow,,
824,Elven_Bow,Elven_Bow,,
825,Heaven's_Bow,Heaven's_Bow,,
826,Thron_Of_Isis,Thron_Of_Isis,,
//클러(인덱스 831-845),,,,
831,Bagnow,Bagnow,,
832,Knuckle_Cutter,Knuckle_Cutter,,
833,Claw,Claw,,
834,Sharp_Claw,Sharp_Claw,,
835,Kamairah_Knife,Kamairah_Knife,,
836,Darkness_Claw,Darkness_Claw,,
837,Hidden_Spear,Hidden_Spear,,
838,Assassin_Knife,Assassin_Knife,,
839,Behemoth_Tusk,Behemoth_Tusk,,
840,Talon_Of_Dragon,Talon_Of_Dragon,,
841,Thron_Of_Kairas,Thron_Of_Kairas,,
// 스피어(인덱스 846-860),,,,
846,Short_Spear,Short_Spear,,
847,Glaive,Glaive,,
848,Winged_Spear,Winged_Spear,,
849,Lance,Lance,,
850,Fauchard ,Fauchard ,,
851,Trident,Trident,,
852,Panaka,Panaka,,
853,Brionac,Brionac,,
854,Gungnir,Gungnir,,
855,Victory's_Spear,Victory's_Spear,,
856,Thron_Of_Garve,Thron_Of_Garve,,
// 원핸디드검(인덱스 861-875),,,,
861,Dagger,Dagger,,
862,Short_Sword,Short_Sword,,
863,Stiletto,Stiletto,,
864,Rapier,Rapier,,
865,Scimitar,Scimitar,,
866,Cross_Sword,Cross_Sword,,
867,Gladius,Gladius,,
868,Soul_Blade,Soul_Blade,,
869,Gram,Gram,,
870,Bhopal_Sword,Bhopal_Sword,,
871,Thron_Of_Shard,Thron_Of_Shard,,
// 투척류(인덱스 876-890),,,,
876,Dart,Dart,,
877,Throwing_Axe,Throwing_Axe,,
878,Snake_Prikle,Snake_Prikle,,
879,Cutting_Boomerang,Cutting_Boomerang,,
880,Tomahawk,Tomahawk,,
881,Chakram,Chakram,,
882,Shamire,Shamire,,
883,Astaroth_Knife,Astaroth_Knife,,
884,Lightning_Spear,Lightning_Spear,,
885,Holy_Cross,Holy_Cross,,
886,Thron_Of_Deimos,Thron_Of_Deimos,,
// 스테프( 인덱스 891-905),,,,
891,Wooden_Cane,Wooden_Cane,,
892,War_Rod,War_Rod,,
893,Cutter_Staff,Cutter_Staff,,
894,Gem_Staff,Gem_Staff,,
895,Silent_Staff,Silent_Staff,,
896,Falcon_Rod,Falcon_Rod,,
897,Saint's_Cane,Saint's_Cane,,
898,Wing_Rod,Wing_Rod,,
899,Eye_Of_Carbunkle,Eye_Of_Carbunkle,,
900,Kerykeion,Kerykeion,,
901,Blue_Gem_Staff,Blue_Gem_Staff,,
902,Amber_Gem_Staff,Amber_Gem_Staff,,
903,Thron_Of_Zen_Staff,Thron_Of_Zen_Staff,,
904,Thron_Of_Rune_Staff,Thron_Of_Rune_Staff,,
// 투핸디드검(인덱스 906-930),,,,
906,Long_Sword,Long_Sword,,
907,Bastard_Sword,Bastard_Sword,,
908,Broade_Sword,Broade_Sword,,
909,Double_Blade,Double_Blade,,
910,Prominence_Edge,Prominence_Edge,,
911,Kaladbolg,Kaladbolg,,
912,Thron_Of_Breaker,Thron_Of_Breaker,,
//1차 울티메이트 웨폰 (인덱스 916- 930),,,,
916,Doom_Axe,Doom_Axe,,
917,Cuttluss,Cuttluss,,
918,Magic_Cane,Magic_Cane,,
919,Mortal_Rod,Mortal_Rod,,
920,Hunting_Spear,Hunting_Spear,,
921,Three_Tine_Claw,Three_Tine_Claw,,
922,Javelin,Javelin,,
923,Ash_Bow,Ash_Bow,,
,,,,
,,,,
,,,,
// 투핸디드 둔기(인덱스 931-945),,,,
931,Hammer,Hammer,,
932,War_Hammer,War_Hammer,,
933,Battle_Axe,Battle_Axe,,
934,Great_Axe,Great_Axe,,
935,Psychic_Hammer,Psychic_Hammer,,
936,Mjollnir,Mjollnir,,
937,Thron_Of_Hell_Hammer,Thron_Of_Hell_Hammer,,
//2차 울티메이트 웨폰(인덱스 938 - 945),,,,
938,Rock_Hammer,Rock_Hammer,,
939,Froggy_Sword,Froggy_Sword,,
940,Orc_Staff,Orc_Staff,,
941,Side_Of_Mage,Side_Of_Mage,,
942,Crecent_Of_Argos,Crecent_Of_Argos,,
943,Skull_Bow,Skull_Bow,,
944,Pollarm_Of_Taurus,Pollarm_Of_Taurus,,
945,Froggy_Blade,Froggy_Blade,,
,,,,
,,,,
,,,,
// 유니크 무기 아이템( 인덱스 946- 999),,,,
//  몬스터 유니크 아이템,,,,
946,Orc_Knight_Axe,Orc_Knight_Axe,,
947,Troll_Hammer,Troll_Hammer,,
948,Half_Orc_Axe,Half_Orc_Axe,,
949,Troll_Axe,Troll_Axe,,
950,Orc_Arrow,Orc_Arrow,,
// 원핸디드검(951-955),,,,
951,Stiletto,Stiletto,,
952,Raypier,Raypier,,
953,Scimitar,Scimitar,,
954,Cross_Sword,Cross_Sword,,
955,Gladius,Gladius,,
//투핸디드검(956-960),,,,
956,Long_Sword,Long_Sword,,
957,Bastard_Sword,Bastard_Sword,,
958,Broade_Sword,Broade_Sword,,
959,Double_Blade,Double_Blade,,
960,Prominence_Edge,Prominence_Edge,,
// 원핸디드액스(961-965),,,,
961,Spike_Club,Spike_Club,,
962,Mace,Mace,,
963,Cracker,Cracker,,
964,Double_Axe,Double_Axe,,
965,Gothic_Mace,Gothic_Mace,,
//투핸디드액스(966-970),,,,
966,Hammer,Hammer,,
967,War_Hammer,War_Hammer,,
968,Battel_Axe,Battel_Axe,,
969,Great_Axe,Great_Axe,,
970,Psychic_Hammer,Psychic_Hammer,,
//활(971-975),,,,
971,Large_Bow,Large_Bow,,
972,Battle_Bow,Battle_Bow,,
973,Daising_Bow,Daising_Bow,,
974,Speed_Of_Light_Bow,Speed_Of_Light_Bow,,
975,Mithril_Bow,Mithril_Bow,,
// 지팡이(976-980),,,,
976,Cutter_Staff,Cutter_Staff,,
977,Gem_Staff,Gem_Staff,,
978,Silent_Staff,Silent_Staff,,
979,Falcon_Rod,Falcon_Rod,,
980,Saint's_Cane,Saint's_Cane,,
// 클러(981-985),,,,
981,Claw,Claw,,
982,Sharp_Claw,Sharp_Claw,,
983,Chimaera_Knife,Chimaera_Knife,,
984,Darkness_Claw,Darkness_Claw,,
985,Hidden_Spear,Hidden_Spear,,
// 스피어(986-990),,,,
986,Winged_Spear,Winged_Spear,,
987,Lance,Lance,,
988,Pochard,Pochard,,
989,Trident,Trident,,
990,Panaka,Panaka,,
//다트(991-995),,,,
991,Snake_Prickle,Snake_Prickle,,
992,Cutting_Boomerang,Cutting_Boomerang,,
993,Tomahawk,Tomahawk,,
994,Chakram,Chakram,,
995,Shamire,Shamire,,
//몬스터무기(996-999),,,,
996,Santa_Carbunkle_Wand,Santa_Carbunkle_Wand,,
//일본 이벤트 아이템(997~1000),,,,
997,Heaven_Of_Shard,Heaven_Of_Shard,,
998,Heaven_Of_Isis,Heaven_Of_Isis,,
999,Heaven_Of_Garve,Heaven_Of_Garve,,
1000,Heaven_Of_Staff,Heaven_Of_Staff,,
,,,,
//유니크 아이템(1005~1099),,,,
1005,Unique_Axe,Unique_Axe,,
1006,Unique_Bow,Unique_Bow,,
1007,Unique_Claw,Unique_Claw,,
1008,Unique_Spear,Unique_Spear,,
1009,Unique_Shard,Unique_Shard,,
1010,Unique_Cross,Unique_Cross,,
1011,Unique_Rune_Rod,Unique_Rune_Rod,,
1012,Unique_Zen_Rod,Unique_Zen_Rod,,
1013,Unique_Beaker,Unique_Beaker,,
1014,Unique_Hammer,Unique_Hammer,,
1015,Unique_Shield,Unique_Shield,,
,,,,
// 방어구 (인덱스 1101- 1800),,,,
// 기사방어구(인덱스 1101-1250),,,,
1101,Leather_Helmet(Normal),Leather_Helmet(Normal),,
1102,Leather_Helmet(Mystic),Leather_Helmet(Mystic),,
1103,Leather_Helmet(Arcane),Leather_Helmet(Arcane),,
1104,Hard_Leather_Helmet(Normal),Hard_Leather_Helmet(Normal),,
1105,Hard_Leather_Helmet(Mystic),Hard_Leather_Helmet(Mystic),,
1106,Hard_Leather_Helmet(Arcane),Hard_Leather_Helmet(Arcane),,
1107,Sturdy_Leather_Helmet(Normal),Sturdy_Leather_Helmet(Normal),,
1108,Sturdy_Leather_Helmet(Mystic),Sturdy_Leather_Helmet(Mystic),,
1109,Sturdy_Leather_Helmet(Arcane),Sturdy_Leather_Helmet(Arcane),,
1110,Chain_Helmet(Normal),Chain_Helmet(Normal),,
1111,Chain_Helmet(Mystic),Chain_Helmet(Mystic),,
1112,Chain_Helmet(Arcane),Chain_Helmet(Arcane),,
1113,Leather_Breastplate(Normal),Leather_Breastplate(Normal),,
1114,Leather_Breastplate(Mystic),Leather_Breastplate(Mystic),,
1115,Leather_Breastplate(Arcane),Leather_Breastplate(Arcane),,
1116,Hard_Leather_Breastplate(Normal),Hard_Leather_Breastplate(Normal),,
1117,Hard_Leather_Breastplate(Mystic),Hard_Leather_Breastplate(Mystic),,
1118,Hard_Leather_Breastplate(Arcane),Hard_Leather_Breastplate(Arcane),,
1119,Sturdy_Leather_Breastplate(Normal),Sturdy_Leather_Breastplate(Normal),,
1120,Sturdy_Leather_Breastplate(Mystic),Sturdy_Leather_Breastplate(Mystic),,
1121,Sturdy_Leather_Breastplate(Arcane),Sturdy_Leather_Breastplate(Arcane),,
1122,Chain_Breastplate(Normal),Chain_Breastplate(Normal),,
1123,Chain_Breastplate(Mystic),Chain_Breastplate(Mystic),,
1124,Chain_Breastplate(Arcane),Chain_Breastplate(Arcane),,
1125,Leather_Pants(Normal),Leather_Pants(Normal),,
1126,Leather_Pants(Mystic),Leather_Pants(Mystic),,
1127,Leather_Pants(Arcane),Leather_Pants(Arcane),,
1128,Hard_Leather_Pants(Normal),Hard_Leather_Pants(Normal),,
1129,Hard_Leather_Pants(Mystic),Hard_Leather_Pants(Mystic),,
1130,Hard_Leather_Pants(Arcane),Hard_Leather_Pants(Arcane),,
1131,Sturdy_Leather_Pants(Normal),Sturdy_Leather_Pants(Normal),,
1132,Sturdy_Leather_Pants(Mystic),Sturdy_Leather_Pants(Mystic),,
1133,Sturdy_Leather_Pants(Arcane),Sturdy_Leather_Pants(Arcane),,
1134,Chain_Pants(Normal),Chain_Pants(Normal),,
1135,Chain_Pants(Mystic),Chain_Pants(Mystic),,
1136,Chain_Pants(Arcane),Chain_Pants(Arcane),,
1137,Leather_Gloves(Normal),Leather_Gloves(Normal),,
1138,Leather_Gloves(Mystic),Leather_Gloves(Mystic),,
1139,Leather_Gloves(Arcane),Leather_Gloves(Arcane),,
1140,Hard_Leather_Gloves(Normal),Hard_Leather_Gloves(Normal),,
1141,Hard_Leather_Gloves(Mystic),Hard_Leather_Gloves(Mystic),,
1142,Hard_Leather_Gloves(Arcane),Hard_Leather_Gloves(Arcane),,
1143,Sturdy_Leather_Gloves(Normal),Sturdy_Leather_Gloves(Normal),,
1144,Sturdy_Leather_Gloves(Mystic),Sturdy_Leather_Gloves(Mystic),,
1145,Sturdy_Leather_Gloves(Arcane),Sturdy_Leather_Gloves(Arcane),,
1146,Chain_Gloves(Normal),Chain_Gloves(Normal),,
1147,Chain_Gloves(Mystic),Chain_Gloves(Mystic),,
1148,Chain_Gloves(Arcane),Chain_Gloves(Arcane),,
1149,Leather_Boots(Normal),Leather_Boots(Normal),,
1150,Leather_Boots(Mystic),Leather_Boots(Mystic),,
1151,Leather_Boots(Arcane),Leather_Boots(Arcane),,
1152,Hard_Leather_Boots(Normal),Hard_Leather_Boots(Normal),,
1153,Hard_Leather_Boots(Mystic),Hard_Leather_Boots(Mystic),,
1154,Hard_Leather_Boots(Arcane),Hard_Leather_Boots(Arcane),,
1155,Sturdy_Leather_Boots(Normal),Sturdy_Leather_Boots(Normal),,
1156,Sturdy_Leather_Boots(Mystic),Sturdy_Leather_Boots(Mystic),,
1157,Sturdy_Leather_Boots(Arcane),Sturdy_Leather_Boots(Arcane),,
1158,Chain_Boots(Normal),Chain_Boots(Normal),,
1159,Chain_Boots(Mystic),Chain_Boots(Mystic),,
1160,Chain_Boots(Arcane),Chain_Boots(Arcane),,
1161,Plate_Helmet(Normal),Plate_Helmet(Normal),,
1162,Plate_Helmet(Mystic),Plate_Helmet(Mystic),,
1163,Plate_Helmet(Arcane),Plate_Helmet(Arcane),,
1164,Plate_Breastplate(Normal),Plate_Breastplate(Normal),,
1165,Plate_Breastplate(Mystic),Plate_Breastplate(Mystic),,
1166,Plate_Breastplate(Arcane),Plate_Breastplate(Arcane),,
1167,Plate_Pants(Normal),Plate_Pants(Normal),,
1168,Plate_Pants(Mystic),Plate_Pants(Mystic),,
1169,Plate_Pants(Arcane),Plate_Pants(Arcane),,
1170,Plate_Gloves(Normal),Plate_Gloves(Normal),,
1171,Plate_Gloves(Mystic),Plate_Gloves(Mystic),,
1172,Plate_Gloves(Arcane),Plate_Gloves(Arcane),,
1173,Plate_Boots(Normal),Plate_Boots(Normal),,
1174,Plate_Boots(Mystic),Plate_Boots(Mystic),,
1175,Plate_Boots(Arcane),Plate_Boots(Arcane),,
1176,Golden_Plate_Helmet(Normal),Golden_Plate_Helmet(Normal),,
1177,Golden_Plate_Helmet(Mystic),Golden_Plate_Helmet(Mystic),,
1178,Golden_Plate_Helmet(Arcane),Golden_Plate_Helmet(Arcane),,
1179,Golden_Plate_Breastplate(Normal),Golden_Plate_Breastplate(Normal),,
1180,Golden_Plate_Breastplate(Mystic),Golden_Plate_Breastplate(Mystic),,
1181,Golden_Plate_Breastplate(Arcane),Golden_Plate_Breastplate(Arcane),,
1182,Golden_Plate_Pants(Normal),Golden_Plate_Pants(Normal),,
1183,Golden_Plate_Pants_(Mystic),Golden_Plate_Pants_(Mystic),,
1184,Golden_Plate_Pants(Arcane),Golden_Plate_Pants(Arcane),,
1185,Golden_Plate_Gloves(Normal),Golden_Plate_Gloves(Normal),,
1186,Golden_Plate_Gloves(Mystic),Golden_Plate_Gloves(Mystic),,
1187,Golden_Plate_Gloves(Arcane),Golden_Plate_Gloves(Arcane),,
1188,Golden_Plate_Boots(Normal),Golden_Plate_Boots(Normal),,
1189,Golden_Plate_Boots(Mystic),Golden_Plate_Boots(Mystic),,
1190,Golden_Plate_Boots(Arcane),Golden_Plate_Boots(Arcane),,
1191,Dwarfen_Plate_Helmet(Normal),Dwarfen_Plate_Helmet(Normal),,
1192,Dwarfen_Plate_Helmet(Mystic),Dwarfen_Plate_Helmet(Mystic),,
1193,Dwarfen_Plate_Helmet(Arcane),Dwarfen_Plate_Helmet(Arcane),,
1194,Dwarfen_Plate_Breastplate(Normal),Dwarfen_Plate_Breastplate(Normal),,
1195,Dwarfen_Plate_Breastplate(Mystic),Dwarfen_Plate_Breastplate(Mystic),,
1196,Dwarfen_Plate_Breastplate(Arcane),Dwarfen_Plate_Breastplate(Arcane),,
1197,Dwarfen_Plate_Pants(Normal),Dwarfen_Plate_Pants(Normal),,
1198,Dwarfen_Plate_Pants(Mystic),Dwarfen_Plate_Pants(Mystic),,
1199,Dwarfen_Plate_Pants(Arcane),Dwarfen_Plate_Pants(Arcane),,
1200,Dwarfen_Plate_Gloves(Normal),Dwarfen_Plate_Gloves(Normal),,
1201,Dwarfen_Plate_Gloves(Mystic),Dwarfen_Plate_Gloves(Mystic),,
1202,Dwarfen_Plate_Gloves(Arcane),Dwarfen_Plate_Gloves(Arcane),,
1203,Dwarfen_Plate_Boots(Normal),Dwarfen_Plate_Boots(Normal),,
1204,Dwarfen_Plate_Boots(Mystic),Dwarfen_Plate_Boots(Mystic),,
1205,Dwarfen_Plate_Boots(Arcane),Dwarfen_Plate_Boots(Arcane),,
1206,Golden_Embossed_Helmet(Normal),Golden_Embossed_Helmet(Normal),,
1207,Golden_Embossed_Helmet(Mystic),Golden_Embossed_Helmet(Mystic),,
1208,Golden_Embossed_Helmet(Arcane),Golden_Embossed_Helmet(Arcane),,
1209,Golden_Embossed_Breastplate(Normal),Golden_Embossed_Breastplate(Normal),,
1210,Golden_Embossed_Breastplate(Mystic),Golden_Embossed_Breastplate(Mystic),,
1211,Golden_Embossed_Breastplate(Arcane),Golden_Embossed_Breastplate(Arcane),,
1212,Golden_Embossed_Pants(Normal),Golden_Embossed_Pants(Normal),,
1213,Golden_Embossed_Pants(Mystic),Golden_Embossed_Pants(Mystic),,
1214,Golden_Embossed_Pants(Arcane),Golden_Embossed_Pants(Arcane),,
1215,Golden_Embossed_Gloves(Normal),Golden_Embossed_Gloves(Normal),,
1216,Golden_Embossed_Gloves(Mysticl),Golden_Embossed_Gloves(Mysticl),,
1217,Golden_Embossed_Gloves(Arcane),Golden_Embossed_Gloves(Arcane),,
1218,Golden_Embossed_Boots(Normal),Golden_Embossed_Boots(Normal),,
1219,Golden_Embossed_Boots(Mystic),Golden_Embossed_Boots(Mystic),,
1220,Golden_Embossed_Boots(Arcane),Golden_Embossed_Boots(Arcane),,
1221,Initiate_Breastplate,Initiate_Breastplate,,
1222,Initiate_Pants,Initiate_Pants,,
1223,Initiate_Gloves,Initiate_Gloves,,
1224,Initiate_Boots,Initiate_Boots,,
1225,Slayer_Helmet,Slayer_Helmet,,
1226,Slayer_Breastplate,Slayer_Breastplate,,
1227,Slayer_Pants,Slayer_Pants,,
1228,Slayer_Gloves,Slayer_Gloves,,
1229,Slayer_Boots,Slayer_Boots,,
1230,Pheonix_Breastplate,Pheonix_Breastplate,,
1231,Pheonix_Pants,Pheonix_Pants,,
1232,Pheonix_Gloves,Pheonix_Gloves,,
1233,Pheonix_Boots,Pheonix_Boots,,
1234,Closed_Pheonix_Breastplate,Closed_Pheonix_Breastplate,,
1235,Closed_Pheonix_Pants,Closed_Pheonix_Pants,,
1236,Closed_Pheonix_Gloves,Closed_Pheonix_Gloves,,
1237,Closed_Pheonix_Boots,Closed_Pheonix_Boots,,
1238,Tivas_Breastplate,Tivas_Breastplate,,
1239,Tivas_Pants,Tivas_Pants,,
1240,Tivas_Gloves,Tivas_Gloves,,
1241,Tivas_Boots,Tivas_Boots,,
// 법사 방어구(인덱스 1251-1400),,,,
1251,Stole_Hood(Normal),Stole_Hood(Normal),,
1252,Stole_Hood(Mystic),Stole_Hood(Mystic),,
1253,Stole_Hood(Arcane),Stole_Hood(Arcane),,
1254,Silk_Cloth_Hood(Normal),Silk_Cloth_Hood(Normal),,
1255,Silk_Cloth_Hood(Mystic),Silk_Cloth_Hood(Mystic),,
1256,Silk_Cloth_Hood(Arcane),Silk_Cloth_Hood(Arcane),,
1257,Vampire_Robe_Helmet(Normal),Vampire_Robe_Helmet(Normal),,
1258,Vampire_Robe_Helmet(Mystic),Vampire_Robe_Helmet(Mystic),,
1259,Vampire_Robe_Helmet(Arcane),Vampire_Robe_Helmet(Arcane),,
1260,Shadow_Robe_Helmet(Normal),Shadow_Robe_Helmet(Normal),,
1261,Shadow_Robe_Helmet(Mystic),Shadow_Robe_Helmet(Mystic),,
1262,Shadow_Robe_Helmet(Arcane),Shadow_Robe_Helmet(Arcane),,
1263,Stole_Tunic(Normal),Stole_Tunic(Normal),,
1264,Stole_Tunic(Mystic),Stole_Tunic(Mystic),,
1265,Stole_Tunic(Arcane),Stole_Tunic(Arcane),,
1266,Silk_Cloth_Tunic(Normal),Silk_Cloth_Tunic(Normal),,
1267,Silk_Cloth_Tunic(Mystic),Silk_Cloth_Tunic(Mystic),,
1268,Silk_Cloth_Tunic(Arcane),Silk_Cloth_Tunic(Arcane),,
1269,Vampire_Robe_Tunic(Normal),Vampire_Robe_Tunic(Normal),,
1270,Vampire_Robe_Tunic(Mystic),Vampire_Robe_Tunic(Mystic),,
